customer_id,customer_name,customer_gender,customer_age,education_level,kids_home,teens_home,total_children,has_children,year_first_transaction,distinct_stores_visited,number_complaints,typical_hour,time_of_day,hour_sin,hour_cos,lifetime_total_distinct_products,percentage_of_products_bought_promotion,lifetime_spend_groceries,lifetime_spend_vegetables,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_electronics,lifetime_spend_videogames,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_hygiene,lifetime_spend_petfood,latitude,longitude,total_trips,total_items_bought,average_basket_size,max_basket_size,min_basket_size,unique_products_bought
7625,Douglas Ho,male,25,Msc,0,1,1,1,2020,2,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,182,0.1283498024560299,11161.0,1183.0,986.0,719.0,1325.0,214.0,272.0,245.0,1218.0,310.0,38.73665551632664,-9.164730576645155,3,26,8.67,13,5,24
7627,Eda Almond,female,81,Msc,0,1,1,1,2021,5,0,16,Afternoon,-0.8660254037844385,-0.5000000000000004,52,0.5783663478668039,7889.0,149.0,710.0,206.0,418.0,182.0,150.0,68.0,944.0,347.0,38.72836911982505,-9.183685440883622,4,34,8.5,13,6,31
7628,Judy Lenard,female,65,Bsc,1,1,2,1,2013,3,1,23,Evening,-0.25881904510252157,0.9659258262890681,37,0.1289717526501204,4305.0,1775.0,44.0,78.0,1429.0,223.0,439.0,318.0,60.0,271.0,38.74447956106045,-9.186609430618113,7,81,11.57,16,5,56
7629,Sigrid Moore,female,35,Unknown,2,0,2,1,2017,2,2,11,Morning,0.258819045102521,-0.9659258262890682,71,0.9665930202596946,9741.0,146.0,470.0,115.0,689.0,22.0,29.0,877.0,966.0,171.0,38.746967865323896,-9.157539665916484,5,40,8.0,13,5,30
7630,Dorothy Merrithew,female,52,Phd,2,1,3,1,2021,4,0,7,Morning,0.9659258262890683,-0.25881904510252063,136,0.031055892574912314,17333.0,2132.0,218.0,12.0,863.0,85.0,697.0,218.0,1856.0,399.0,38.766269711529546,-9.095804208456276,7,83,11.86,14,8,65
7631,Efrain Thomas,male,62,Phd,1,0,1,1,2010,5,0,17,Afternoon,-0.9659258262890683,-0.25881904510252063,181,0.6241711670990214,20818.0,366.0,1325.0,801.0,140.0,342.0,1068.0,547.0,1555.0,364.0,38.72335259228229,-9.16979600673266,2,19,9.5,12,7,17
7635,Kim Rodriguez,female,45,Bsc,1,1,2,1,2017,3,1,16,Afternoon,-0.8660254037844385,-0.5000000000000004,80,0.31678029950993136,10920.0,1506.0,51.0,116.0,3370.0,187.0,513.0,335.0,266.0,322.0,38.7740401376504,-9.19013561317333,1,7,7.0,7,7,7
7636,Maryjane Montgomery,female,82,Phd,1,0,1,1,2014,5,1,8,Morning,0.8660254037844387,-0.4999999999999998,341,0.328529155126104,21258.0,430.0,532.0,826.0,2794.0,176.0,524.0,13.0,476.0,456.0,38.78076788976294,-9.157915391118667,4,37,9.25,14,5,33
7637,Scott Gagliano,male,42,Msc,0,1,1,1,2015,5,1,8,Morning,0.8660254037844387,-0.4999999999999998,303,0.2315168161246553,15975.0,807.0,809.0,293.0,239.0,267.0,110.0,61.0,551.0,501.0,38.737071113147145,-9.1117827963255,1,11,11.0,11,11,11
7638,William Huddleston,male,70,Bsc,6,3,9,1,2009,4,1,12,Afternoon,1.2246467991473532e-16,-1.0,249,0.1525698396382944,5573.0,1179.0,1141.0,1246.0,5923.0,500.0,938.0,803.0,1131.0,619.0,38.76169037476506,-9.137361681553353,2,14,7.0,9,5,14
7639,Frank Overman,male,45,Msc,2,0,2,1,2019,2,0,6,Morning,1.0,6.123233995736766e-17,98,0.09092559622144902,7710.0,1767.0,148.0,153.0,2587.0,97.0,607.0,324.0,1808.0,401.0,38.73999065229838,-9.183467017559105,4,26,6.5,7,6,21
7640,Destiny Wessels,female,85,Bsc,1,1,2,1,2014,2,0,8,Morning,0.8660254037844387,-0.4999999999999998,122,0.1626184353962296,16575.0,884.0,782.0,749.0,1245.0,155.0,217.0,227.0,1402.0,503.0,38.73995896761886,-9.17039562209905,3,29,9.67,13,4,29
7641,Larry Decker,male,53,Unknown,0,0,0,0,2018,1,1,18,Evening,-1.0,-1.8369701987210297e-16,0,0.2462309343271558,12441.0,1273.0,839.0,771.0,7431.0,1963.0,765.0,911.0,122.0,332.0,38.72028448297057,-9.198445222484343,2,16,8.0,10,6,15
7642,Lisa Judkins,female,43,Msc,1,1,2,1,2011,1,1,8,Morning,0.8660254037844387,-0.4999999999999998,173,0.0888217619568954,11897.0,799.0,376.0,692.0,487.0,120.0,293.0,65.0,710.0,243.0,38.7485295308268,-9.163674716122111,4,26,6.5,10,3,25
7643,Ralph Ertz,male,52,Msc,1,2,3,1,2014,4,2,16,Afternoon,-0.8660254037844385,-0.5000000000000004,195,0.2642299142699973,46319.0,429.0,735.0,160.0,5003.0,372.0,957.0,811.0,191.0,289.0,38.78393704460473,-9.182765222039269,2,29,14.5,17,12,25
7644,Nicholas Smith,male,27,Bsc,1,1,2,1,2019,4,1,12,Afternoon,1.2246467991473532e-16,-1.0,119,0.022235905033911096,10150.0,1661.0,8.0,48.0,1128.0,237.0,998.0,263.0,1656.0,534.0,38.781028055158224,-9.18442564368959,9,77,8.56,17,4,64
7646,Jim Corbisiero,male,45,Msc,2,0,2,1,2015,2,1,6,Morning,1.0,6.123233995736766e-17,276,0.902979436595146,8535.0,514.0,522.0,557.0,57.0,321.0,577.0,27.0,736.0,208.0,38.7344785756404,-9.155052104510682,3,31,10.33,13,6,30
7647,Maria Lee,female,55,Phd,2,0,2,1,2019,1,1,11,Morning,0.258819045102521,-0.9659258262890682,396,0.10244088650429511,14757.0,1470.0,2077.0,1302.0,4507.0,371.0,684.0,675.0,116.0,593.0,38.741846017769774,-9.176682892328106,4,36,9.0,12,6,26
7648,Troy Fallenstein,male,35,Msc,1,1,2,1,2013,9,1,20,Evening,-0.8660254037844386,0.5000000000000001,86,0.1418214251218997,26257.0,1968.0,23.0,139.0,3379.0,148.0,458.0,458.0,0.0,262.0,38.72224874591407,-9.158905182864398,9,64,7.11,14,2,43
7653,Veronica Lee,female,51,Phd,0,0,0,0,2018,5,1,16,Afternoon,-0.8660254037844385,-0.5000000000000004,240,0.6082455540461799,7359.0,46.0,586.0,404.0,2262.0,203.0,258.0,1291.0,76.0,285.0,38.765894464054064,-9.15322273506085,5,45,9.0,13,4,40
7654,John Jensen,male,86,Msc,1,0,1,1,2020,3,5,19,Evening,-0.9659258262890684,0.2588190451025203,65,0.3548018626578008,9398.0,1257.0,669.0,462.0,143.0,145.0,84.0,186.0,544.0,376.0,38.75950098882068,-9.193935259404949,3,28,9.33,13,7,26
7655,Darlene Jackson,female,32,Unknown,2,0,2,1,2012,3,2,9,Morning,0.7071067811865476,-0.7071067811865475,22,0.8288900554772243,11325.0,56.0,570.0,1026.0,2339.0,159.0,137.0,698.0,149.0,341.0,38.74835774617208,-9.156915322575571,2,15,7.5,10,5,14
7657,Sue Key,female,37,Msc,1,1,2,1,2018,1,1,13,Afternoon,-0.2588190451025208,-0.9659258262890683,93,0.11336016362185009,12303.0,2145.0,534.0,87.0,4593.0,147.0,439.0,610.0,818.0,298.0,38.77870149292392,-9.12666101322576,3,33,11.0,14,7,32
7658,Jackqueline Rhinehart,female,72,Bsc,1,1,2,1,2010,5,2,10,Morning,0.49999999999999994,-0.8660254037844387,196,0.4626203284415403,30994.0,282.0,1697.0,1178.0,5476.0,182.0,637.0,1102.0,203.0,356.0,38.77717250778718,-9.134913007355696,3,17,5.67,7,4,15
7660,Edna Joy,female,29,Phd,1,1,2,1,2025,5,1,15,Afternoon,-0.7071067811865471,-0.7071067811865479,58,0.146066560772295,11673.0,1524.0,7.0,5.0,328.0,185.0,430.0,391.0,837.0,233.0,38.73453798344003,-9.14755767023312,3,17,5.67,7,4,16
7663,John Ellis,male,78,Phd,1,0,1,1,2009,5,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,314,0.5539059879571586,12612.0,207.0,547.0,910.0,1675.0,340.0,615.0,510.0,1816.0,243.0,38.77391115488108,-9.145093987003756,2,28,14.0,15,13,26
7664,Donald Shanley,male,30,Phd,1,1,2,1,2024,5,0,15,Afternoon,-0.7071067811865471,-0.7071067811865479,54,0.9521989840567792,5671.0,73.0,1145.0,477.0,918.0,299.0,115.0,129.0,862.0,24.0,38.75697089722531,-9.160977410984742,2,25,12.5,15,10,24
7665,Emma Cain,female,37,Phd,0,0,0,0,2021,6,1,20,Evening,-0.8660254037844386,0.5000000000000001,230,0.14933196454999384,15874.0,205.0,929.0,394.0,951.0,2.0,500.0,1011.0,873.0,221.0,38.70092360334364,-9.210431157367102,2,18,9.0,10,8,18
7668,Tiffani Williams,female,56,Msc,1,1,2,1,2021,3,0,14,Afternoon,-0.4999999999999997,-0.8660254037844388,232,0.9850223302634384,14635.0,357.0,810.0,320.0,279.0,388.0,542.0,660.0,783.0,396.0,38.715195153215234,-9.133118223544887,2,6,3.0,4,2,5
7669,Helen Edwards,female,71,Bsc,1,0,1,1,2013,3,0,15,Afternoon,-0.7071067811865471,-0.7071067811865479,274,0.1885735577931976,5649.0,245.0,1381.0,935.0,882.0,183.0,1029.0,340.0,1130.0,361.0,38.74453454385943,-9.16602298354427,2,16,8.0,10,6,15
7671,Margarita Johnson,female,28,Msc,1,0,1,1,2021,1,1,21,Evening,-0.7071067811865477,0.7071067811865474,15,0.5796014851911945,12456.0,746.0,0.0,253.0,42.0,49.0,165.0,231.0,409.0,110.0,38.75726581991006,-9.12131908416104,3,35,11.67,14,8,33
7673,Cheryl Reynoso,female,51,Bsc,1,1,2,1,2017,3,2,16,Afternoon,-0.8660254037844385,-0.5000000000000004,98,0.2326570680519367,7468.0,1280.0,666.0,386.0,279.0,23.0,176.0,110.0,497.0,346.0,38.72388521232919,-9.164438725503222,3,24,8.0,15,2,23
7674,Daniel Wilson,male,83,Bsc,0,0,0,0,2017,5,2,12,Afternoon,1.2246467991473532e-16,-1.0,158,0.9118179460401152,25482.0,457.0,328.0,430.0,2573.0,113.0,251.0,473.0,828.0,417.0,38.78663305692326,-9.054670183219583,2,10,5.0,6,4,10
7675,Katherine Sullivan,female,34,Unknown,2,0,2,1,2021,2,2,11,Morning,0.258819045102521,-0.9659258262890682,37,0.3052276918531112,11356.0,251.0,585.0,308.0,1448.0,227.0,311.0,664.0,469.0,186.0,38.74842376783398,-9.15678254901467,2,22,11.0,12,10,19
7677,Greg Claeys,male,80,Msc,1,0,1,1,2013,3,1,6,Morning,1.0,6.123233995736766e-17,94,0.1177760489647793,14004.0,2031.0,67.0,64.0,0.0,0.0,533.0,279.0,344.0,242.0,38.73067343771414,-9.119397720211945,1,6,6.0,6,6,6
7678,Chad Lancaster,male,32,Bsc,1,1,2,1,2013,4,2,20,Evening,-0.8660254037844386,0.5000000000000001,257,0.2109351859428941,66288.0,478.0,1246.0,1830.0,3249.0,307.0,578.0,658.0,1632.0,551.0,38.78571826455985,-9.194164997821296,3,9,3.0,4,2,9
7679,Joseph Brown,male,85,Phd,1,1,2,1,2014,2,1,18,Evening,-1.0,-1.8369701987210297e-16,42,0.1702354573574714,5422.0,1755.0,68.0,27.0,2939.0,242.0,301.0,441.0,218.0,102.0,38.781380928757066,-9.1260954602302,8,66,8.25,12,3,48
7682,Jamie Fonua,female,53,Phd,1,1,2,1,2015,7,2,12,Afternoon,1.2246467991473532e-16,-1.0,194,0.3420846463246919,1613.0,0.0,145.0,936.0,698.0,229.0,323.0,788.0,728.0,389.0,38.77169159985301,-9.11400234104719,7,59,8.43,15,3,50
7683,Genevieve Jones,female,26,Bsc,0,0,0,0,2021,2,0,21,Evening,-0.7071067811865477,0.7071067811865474,52,1.0,7699.0,32.0,587.0,508.0,628.0,391.0,267.0,791.0,31.0,145.0,38.738904655852046,-9.153916681321068,6,48,8.0,14,2,40
7684,Charles Brown,male,76,Phd,1,1,2,1,2008,2,1,6,Morning,1.0,6.123233995736766e-17,189,0.1185906627264739,22750.0,278.0,998.0,1099.0,733.0,1111.0,413.0,128.0,618.0,581.0,38.72979086100172,-9.172739087816469,3,27,9.0,14,4,26
7685,Linda Barry,female,34,Phd,2,1,3,1,2020,5,2,23,Evening,-0.25881904510252157,0.9659258262890681,169,0.8036990245678648,8366.0,0.0,990.0,946.0,4237.0,417.0,683.0,109.0,189.0,337.0,38.75786170670381,-9.162577851899275,8,87,10.88,18,4,69
7686,Nora Easterwood,female,60,Bsc,1,0,1,1,2010,5,1,7,Morning,0.9659258262890683,-0.25881904510252063,104,0.1154273706509236,2395.0,2025.0,42.0,103.0,2446.0,182.0,354.0,536.0,1328.0,434.0,38.73178484819704,-9.194198845866632,7,55,7.86,17,2,40
7687,John Martinez,male,34,Msc,3,2,5,1,2011,1,2,7,Morning,0.9659258262890683,-0.25881904510252063,166,0.103111595304971,40499.0,1044.0,1802.0,1437.0,5371.0,704.0,791.0,1185.0,0.0,403.0,38.74545561413143,-9.169451393690771,1,11,11.0,11,11,11
7688,Margie Hammes,female,29,Unknown,2,0,2,1,2025,2,2,8,Morning,0.8660254037844387,-0.4999999999999998,92,1.0,10842.0,216.0,298.0,629.0,713.0,4.0,138.0,255.0,433.0,192.0,38.74788045430897,-9.156276873056658,2,11,5.5,6,5,11
7690,Michael Bergman,male,41,Bsc,0,1,1,1,2007,4,1,11,Morning,0.258819045102521,-0.9659258262890682,296,0.7950989137875022,73760.0,427.0,0.0,1285.0,4461.0,251.0,928.0,634.0,1938.0,368.0,38.734882794035016,-9.180821928794376,1,11,11.0,11,11,11
7691,Wanda Cole,female,63,Bsc,1,1,2,1,2013,4,1,21,Evening,-0.7071067811865477,0.7071067811865474,65,0.1174272254034425,14318.0,1944.0,69.0,1.0,926.0,229.0,483.0,421.0,962.0,276.0,38.74077895147524,-9.169055136878251,3,35,11.67,17,8,34
7692,Erwin Hall,male,33,Bsc,1,2,3,1,2017,3,1,6,Morning,1.0,6.123233995736766e-17,181,0.178585828540818,12932.0,2050.0,307.0,157.0,143.0,1650.0,671.0,226.0,1640.0,360.0,38.757876512847936,-9.167998026862126,3,39,13.0,18,9,38
7693,Rhonda Shapiro,female,58,Phd,0,0,0,0,2021,3,1,18,Evening,-1.0,-1.8369701987210297e-16,68,0.1875346148474544,5727.0,190.0,963.0,114.0,1426.0,196.0,94.0,134.0,78.0,355.0,38.72323879887431,-9.15805251515373,7,68,9.71,17,2,61
7694,Sylvester Shipman,male,55,Msc,2,3,5,1,2014,3,2,10,Morning,0.49999999999999994,-0.8660254037844387,302,0.2265625520125195,27086.0,793.0,1405.0,1447.0,4877.0,249.0,1067.0,1762.0,1438.0,233.0,38.74499175443621,-9.147444588408176,6,58,9.67,14,4,46
7695,Matthew Spriggs,male,85,Phd,6,3,9,1,2009,4,1,10,Morning,0.49999999999999994,-0.8660254037844387,398,0.2654447276828566,3206.0,877.0,2207.0,1563.0,5515.0,590.0,608.0,1854.0,953.0,113.0,38.73779044050833,-9.163637870288252,2,14,7.0,10,4,14
7698,Erica White,female,30,Unknown,2,0,2,1,2018,2,2,9,Morning,0.7071067811865476,-0.7071067811865475,78,0.2873454039329898,8774.0,221.0,505.0,965.0,644.0,101.0,124.0,919.0,304.0,297.0,38.74749571858846,-9.157552799234926,3,19,6.33,12,2,17
7699,Elizabeth Ness,female,57,Phd,0,1,1,1,2013,1,0,6,Morning,1.0,6.123233995736766e-17,187,0.06439360517605269,29996.0,962.0,678.0,298.0,505.0,139.0,312.0,381.0,417.0,221.0,38.73045952887179,-9.176194434613278,3,26,8.67,16,5,23
7701,Delphia Seevers,female,28,Phd,0,1,1,1,2026,4,0,8,Morning,0.8660254037844387,-0.4999999999999998,74,0.0675854939446785,11741.0,2055.0,67.0,79.0,3678.0,298.0,410.0,394.0,1381.0,228.0,38.75268638437701,-9.179522731268406,5,30,6.0,8,4,27
7702,Cynthia Rose,female,65,Phd,1,1,2,1,2011,4,0,8,Morning,0.8660254037844387,-0.4999999999999998,326,0.556887869579034,10758.0,0.0,1128.0,1349.0,4083.0,412.0,318.0,917.0,1508.0,404.0,38.78010993759823,-9.152014615879336,2,15,7.5,9,6,15
7704,Lorie Brace,female,85,Msc,1,0,1,1,2015,6,1,11,Morning,0.258819045102521,-0.9659258262890682,398,0.1423544233363018,21405.0,434.0,763.0,514.0,846.0,25.0,615.0,482.0,802.0,389.0,38.74631069914888,-9.163902966502826,1,11,11.0,11,11,11
7705,Sandra Smith,female,77,Bsc,0,1,1,1,2020,2,0,8,Morning,0.8660254037844387,-0.4999999999999998,193,0.1842036804377574,19582.0,1501.0,233.0,125.0,958.0,298.0,611.0,408.0,1557.0,345.0,38.759167814844176,-9.1815981530861,8,89,11.12,16,5,69
7706,Christina Kettl,female,53,Msc,1,1,2,1,2015,4,0,9,Morning,0.7071067811865476,-0.7071067811865475,133,0.2665688955227482,5867.0,2366.0,111.0,38.0,2043.0,47.0,883.0,173.0,1954.0,299.0,38.73702078084206,-9.151701102391018,13,125,9.62,15,4,89
7707,John Chapman,male,57,Msc,1,1,2,1,2015,2,1,23,Evening,-0.25881904510252157,0.9659258262890681,143,0.09706637192922751,7474.0,2102.0,66.0,37.0,1356.0,82.0,330.0,419.0,1098.0,309.0,38.750744764799,-9.177941823963517,1,12,12.0,12,12,12
7708,Henry Mcwilliams,male,60,Bsc,1,0,1,1,2010,5,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,172,0.2184648864742602,28598.0,273.0,931.0,1762.0,2850.0,33.0,932.0,423.0,1343.0,133.0,38.74225031149779,-9.128055997749488,3,24,8.0,11,5,24
7711,Joy Robertson,female,74,Phd,1,1,2,1,2016,4,0,20,Evening,-0.8660254037844386,0.5000000000000001,38,0.03950121418708252,10236.0,2170.0,83.0,132.0,3578.0,169.0,403.0,198.0,635.0,203.0,38.752508552140775,-9.171858458462976,10,97,9.7,15,4,61
7712,Sadie Brown,female,39,Msc,0,0,0,0,2010,2,0,7,Morning,0.9659258262890683,-0.25881904510252063,242,0.3343599413199889,24565.0,553.0,504.0,363.0,773.0,98.0,355.0,30.0,326.0,624.0,38.745626909338,-9.161019958163012,1,5,5.0,5,5,5
7713,Jerry Brown,male,62,Phd,1,1,2,1,2005,3,0,16,Afternoon,-0.8660254037844385,-0.5000000000000004,80,1.0,849.0,255.0,797.0,388.0,650.0,288.0,154.0,130.0,14.0,151.0,38.768192183077225,-9.126363977004702,1,6,6.0,6,6,6
7714,Lisa Knight,female,34,Unknown,2,1,3,1,2016,2,4,10,Morning,0.49999999999999994,-0.8660254037844387,106,0.8707942196736098,6318.0,665.0,644.0,362.0,793.0,44.0,104.0,686.0,4.0,458.0,38.74781681586358,-9.15575007786648,1,14,14.0,14,14,14
7715,Lucille Johnson,female,42,Bsc,0,0,0,0,2004,1,1,7,Morning,0.9659258262890683,-0.25881904510252063,141,0.11645427745545789,26291.0,276.0,709.0,535.0,709.0,1.0,79.0,230.0,1090.0,423.0,38.756773183628894,-9.148062304299174,1,14,14.0,14,14,14
7716,Beverly Concepcion,female,26,Bsc,1,1,2,1,2019,4,1,18,Evening,-1.0,-1.8369701987210297e-16,87,0.2025284504456747,3033.0,1090.0,101.0,54.0,167.0,237.0,796.0,0.0,2140.0,364.0,38.78696464767765,-9.066573603106647,2,28,14.0,15,13,28
7717,Rosa Gonzalez,female,41,Phd,0,1,1,1,2010,2,0,9,Morning,0.7071067811865476,-0.7071067811865475,177,0.2636257065348587,33540.0,780.0,569.0,829.0,549.0,168.0,145.0,310.0,661.0,666.0,38.759338311021445,-9.174883565360249,2,10,5.0,7,3,10
7721,Anna Cravens,female,64,Phd,1,3,4,1,2014,3,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,81,0.5842957534237778,16338.0,273.0,571.0,403.0,462.0,150.0,67.0,137.0,570.0,469.0,38.73998090527464,-9.149815946013074,5,39,7.8,12,4,34
7723,Nancy Richards,female,73,Phd,5,3,8,1,2016,1,0,10,Morning,0.49999999999999994,-0.8660254037844387,278,0.3425595489842408,42732.0,865.0,1302.0,1688.0,5085.0,312.0,1044.0,1910.0,507.0,201.0,38.72716767675258,-9.163853789457836,3,27,9.0,14,3,24
7724,Barbara Brower,female,34,Bsc,1,1,2,1,2016,5,1,10,Morning,0.49999999999999994,-0.8660254037844387,188,0.11854523848444021,21442.0,331.0,992.0,150.0,3144.0,322.0,376.0,867.0,112.0,523.0,38.7016022837122,-9.2100086881693,1,8,8.0,8,8,8
7725,Tracey Fowlkes,female,46,Phd,2,0,2,1,2017,3,0,14,Afternoon,-0.4999999999999997,-0.8660254037844388,230,0.2680059761400663,12980.0,1563.0,48.0,104.0,1503.0,0.0,1199.0,164.0,2174.0,129.0,38.76228719374157,-9.174716200799226,1,13,13.0,13,13,13
7727,Salvador Foslien,male,69,Phd,1,1,2,1,2013,4,1,9,Morning,0.7071067811865476,-0.7071067811865475,81,0.2580896294287677,11850.0,2124.0,78.0,109.0,181.0,117.0,479.0,268.0,1827.0,351.0,38.75623160043182,-9.069428526266094,8,81,10.12,18,4,63
7728,Richard Jones,male,68,Unknown,0,0,0,0,2014,1,2,12,Afternoon,1.2246467991473532e-16,-1.0,185,0.3152479316456341,11971.0,41.0,775.0,878.0,11832.0,1298.0,694.0,660.0,8.0,59.0,38.7636703957108,-9.16323408328314,4,29,7.25,10,4,21
7729,Aurora Larmore,female,58,Phd,1,3,4,1,2014,4,1,6,Morning,1.0,6.123233995736766e-17,257,0.4587878890436365,18789.0,205.0,970.0,1842.0,5691.0,429.0,1055.0,668.0,1316.0,0.0,38.73395560354943,-9.1621696018714,4,30,7.5,12,4,25
7730,Russell Marcello,male,58,Bsc,3,3,6,1,2014,5,0,11,Morning,0.258819045102521,-0.9659258262890682,426,0.2454111176360028,36510.0,685.0,2030.0,1929.0,4246.0,474.0,1580.0,1545.0,1896.0,515.0,38.71376062764305,-9.122248779220271,6,56,9.33,14,5,44
7731,Bradley Updike,male,63,Msc,1,0,1,1,2011,4,1,20,Evening,-0.8660254037844386,0.5000000000000001,53,0.011978949724320398,5255.0,1940.0,28.0,66.0,2108.0,198.0,381.0,292.0,930.0,336.0,38.72388860446716,-9.132036459680684,5,59,11.8,18,6,44
7734,James Grice,male,31,Unknown,2,1,3,1,2017,1,2,7,Morning,0.9659258262890683,-0.25881904510252063,88,0.3646864485888617,9387.0,133.0,578.0,286.0,1001.0,81.0,166.0,714.0,579.0,464.0,38.74817419237327,-9.157531307014365,2,14,7.0,9,5,13
7735,Patricia Dillon,female,70,Unknown,0,0,0,0,2010,1,1,17,Afternoon,-0.9659258262890683,-0.25881904510252063,166,0.30916680126589036,2525.0,21.0,603.0,1135.0,14998.0,1594.0,724.0,898.0,222.0,185.0,38.76202937800286,-9.19029996853729,3,21,7.0,11,3,18
7737,Lynn Walker,male,50,Bsc,1,0,1,1,2015,4,1,15,Afternoon,-0.7071067811865471,-0.7071067811865479,27,0.7742814528791764,2976.0,156.0,1281.0,304.0,235.0,381.0,53.0,162.0,28.0,657.0,38.77307091233727,-9.186648047145011,1,6,6.0,6,6,6
7739,Herman Thorpe,male,51,Bsc,1,0,1,1,2010,5,1,10,Morning,0.49999999999999994,-0.8660254037844387,44,0.7735141044596419,14065.0,597.0,1069.0,355.0,846.0,15.0,173.0,81.0,673.0,158.0,38.70792397085732,-9.170664293525876,6,73,12.17,16,9,59
7741,Anna Trivino,female,62,Phd,0,1,1,1,2010,2,0,8,Morning,0.8660254037844387,-0.4999999999999998,222,0.19908381978317186,13669.0,793.0,664.0,550.0,156.0,76.0,169.0,161.0,453.0,493.0,38.72826525441408,-9.170443750179752,2,20,10.0,11,9,20
7743,Robert White,male,66,Phd,0,1,1,1,2009,4,1,10,Morning,0.49999999999999994,-0.8660254037844387,148,0.454770880750244,17154.0,956.0,325.0,344.0,886.0,281.0,487.0,754.0,532.0,116.0,38.70609360826907,-9.214023748341951,5,43,8.6,16,2,42
7744,Dorothy Bashaw,female,66,Bsc,0,0,0,0,2012,4,0,12,Afternoon,1.2246467991473532e-16,-1.0,52,1.0,7464.0,361.0,540.0,174.0,246.0,55.0,191.0,204.0,869.0,110.0,38.73417254836101,-9.16879891618877,1,10,10.0,10,10,10
7745,Larry Gelb,male,41,Unknown,0,0,0,0,2015,1,1,18,Evening,-1.0,-1.8369701987210297e-16,58,0.2488988022863958,5973.0,96.0,927.0,851.0,11164.0,1763.0,584.0,1339.0,254.0,470.0,38.72627120747318,-9.14335361486027,2,20,10.0,11,9,20
7747,Robert Royston,male,86,Bsc,1,0,1,1,2019,4,1,8,Morning,0.8660254037844387,-0.4999999999999998,90,0.8646814501364433,18052.0,996.0,608.0,274.0,1212.0,385.0,163.0,168.0,272.0,214.0,38.76721077265382,-9.161393398395486,1,16,16.0,16,16,16
7748,Amber Santana,female,40,Msc,1,1,2,1,2018,3,0,13,Afternoon,-0.2588190451025208,-0.9659258262890683,49,0.1954326602074613,13172.0,1817.0,207.0,146.0,1047.0,145.0,288.0,178.0,1845.0,451.0,38.75409725662443,-9.119512657507531,8,68,8.5,17,3,58
7749,Julie Crandell,female,82,Msc,1,1,2,1,2011,3,1,16,Afternoon,-0.8660254037844385,-0.5000000000000004,195,0.7070791382793442,59752.0,382.0,970.0,160.0,5652.0,265.0,906.0,1017.0,676.0,391.0,38.73948587261293,-9.182589464390311,3,30,10.0,13,6,26
7750,Robert Gibbons,male,54,Phd,1,1,2,1,2021,2,0,6,Morning,1.0,6.123233995736766e-17,154,0.3531885907516749,15141.0,1357.0,77.0,16.0,1359.0,69.0,658.0,95.0,1993.0,484.0,38.74483520498136,-9.10088394483203,4,37,9.25,10,8,32
7751,Barbara Scott,female,43,Msc,1,1,2,1,2015,7,1,12,Afternoon,1.2246467991473532e-16,-1.0,336,0.5657819052222006,417.0,829.0,383.0,0.0,529.0,229.0,719.0,472.0,1359.0,96.0,38.73419941651639,-9.135911382944784,6,46,7.67,12,3,40
7752,Kristina Kaur,female,75,Unknown,0,1,1,1,2015,1,0,8,Morning,0.8660254037844387,-0.4999999999999998,94,0.4302162475964619,9360.0,56.0,982.0,268.0,9025.0,1960.0,668.0,1329.0,122.0,363.0,38.743593999326336,-9.179831421453027,2,14,7.0,9,5,13
7753,Yolanda Quintanilla,female,82,Bsc,1,0,1,1,2016,5,1,8,Morning,0.8660254037844387,-0.4999999999999998,7,0.7853990423635896,1211.0,743.0,963.0,602.0,867.0,251.0,215.0,139.0,501.0,408.0,38.75717628150012,-9.14121517947508,3,28,9.33,17,5,26
7754,Ollie Houston,female,82,Bsc,0,1,1,1,2014,2,0,7,Morning,0.9659258262890683,-0.25881904510252063,178,0.2862388569135227,23689.0,258.0,752.0,223.0,595.0,165.0,311.0,89.0,808.0,355.0,38.736751531746336,-9.159366329629316,4,30,7.5,14,3,28
7756,Wanda Ailes,female,43,Phd,1,1,2,1,2015,2,1,10,Morning,0.49999999999999994,-0.8660254037844387,105,0.18082025006663652,10946.0,1223.0,12.0,0.0,1741.0,159.0,679.0,131.0,1556.0,244.0,38.75496248004064,-9.183919023788958,6,51,8.5,14,4,45
7757,John Downing,male,68,Msc,4,6,10,1,2010,3,1,10,Morning,0.49999999999999994,-0.8660254037844387,489,0.304799874534525,24336.0,479.0,1358.0,1531.0,5175.0,502.0,750.0,2406.0,1705.0,176.0,38.75102409452823,-9.169001453969218,1,6,6.0,6,6,6
7758,Lisa Hymel,female,26,Phd,0,0,0,0,2018,2,0,15,Afternoon,-0.7071067811865471,-0.7071067811865479,17,0.7528147952903053,4812.0,688.0,947.0,50.0,234.0,190.0,129.0,172.0,323.0,54.0,38.784034694336505,-9.134571431161824,4,45,11.25,15,5,34
