customer_id,customer_name,customer_gender,customer_age,education_level,kids_home,teens_home,total_children,year_first_transaction,years_tenure,distinct_stores_visited,number_complaints,typical_hour,time_of_day,lifetime_total_distinct_products,percentage_of_products_bought_promotion,lifetime_spend_groceries,lifetime_spend_vegetables,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_meat_fish,lifetime_spend_electronics_videogames,lifetime_spend_electronics,lifetime_spend_videogames,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_hygiene,lifetime_spend_petfood,total_spend,perc_spend_vegetables,perc_spend_meat_fish,perc_spend_petfood,perc_spend_tech_entertainment,perc_spend_groceries,perc_spend_alcohol,perc_spend_hygiene,latitude,longitude,is_customer_outlier
12804,Jeremy Brooks,male,57,Unknown,1,0,1,2015,11,3,0,15,Afternoon,92,0.5113896570570513,16742.0,265.0,577.0,269.0,846.0,539.0,121.0,418.0,104.0,109.0,445.0,242.0,19292.0,0.013736263736256615,0.043852374041030553,0.012544059713864531,0.027939042089971004,0.8678208583864463,0.00565001036698857,0.02306655608541205,38.78662270526438,-9.125023363579714,0
12805,Jane Suennen,female,35,Unknown,2,0,2,2018,8,2,2,6,Morning,69,0.3953451273950276,10671.0,186.0,610.0,624.0,1234.0,1935.0,1846.0,89.0,232.0,594.0,313.0,143.0,15308.0,0.012150509537488795,0.08061144499602782,0.009341520773445687,0.1264044943819399,0.6970864907233492,0.03880324013585131,0.02044682518943007,38.74712395054448,-9.157325171299586,0
12806,Jeanette Fornes,female,82,Unknown,0,1,1,2017,9,2,0,20,Evening,40,0.2709316388529003,9384.0,156.0,755.0,661.0,1416.0,5008.0,3803.0,1205.0,891.0,1503.0,376.0,200.0,18934.0,0.00823914650892139,0.07478609908097877,0.010563008344771013,0.26449772895306617,0.49561635153665595,0.07938100771095416,0.019858455688169505,38.744071522653535,-9.15056079804001,0
12808,Linda Deschaine,female,59,Unknown,1,1,2,2009,17,3,0,21,Evening,50,0.8047219515251394,17534.0,392.0,849.0,323.0,1172.0,200.0,72.0,128.0,193.0,155.0,530.0,348.0,20524.0,0.01909959072304663,0.05710387838625165,0.016955759111276086,0.009744689144411544,0.8543168972905602,0.007552134086918947,0.025823426232690593,38.71402780013565,-9.184769863873004,0
12809,Jorge Lara,male,49,Phd,1,2,3,2009,17,1,1,8,Morning,73,0.133702494999869,12816.0,124.0,725.0,1145.0,1870.0,2660.0,2460.0,200.0,203.0,457.0,827.0,543.0,19500.0,0.0063589743589710975,0.09589743589738671,0.027846153846139567,0.13641025641018645,0.6572307692304321,0.023435897435885415,0.04241025641023466,38.76011393836784,-9.160095188246384,0
12810,Angela Howell,female,48,Phd,1,1,2,2012,14,5,1,13,Afternoon,318,0.5156398045468934,13674.0,170.0,1125.0,860.0,1985.0,8415.0,7303.0,1112.0,517.0,593.0,2362.0,364.0,28080.0,0.006054131054128898,0.07069088319085802,0.012962962962958346,0.2996794871793804,0.48696581196563854,0.021118233618226095,0.08411680911677916,38.77923628373176,-9.12161104005608,0
12811,Brian Haynes,male,68,Bsc,0,1,1,2009,17,1,0,7,Morning,137,0.1632329454439881,28962.0,941.0,576.0,1076.0,1652.0,1646.0,1448.0,198.0,443.0,238.0,763.0,381.0,35026.0,0.026865756866320204,0.047164963170202946,0.01087763375777683,0.04699366185118284,0.8268714669100592,0.006794952321130933,0.021783817735390346,38.74023375093381,-9.14061808822625,0
12813,Richard Poland,male,57,Msc,3,5,8,2008,18,2,1,8,Morning,396,0.1346262589088609,16156.0,568.0,1983.0,1653.0,3636.0,5806.0,5394.0,412.0,952.0,2746.0,1024.0,645.0,31533.0,0.0180128754003685,0.11530777280940116,0.020454761678235355,0.18412456791292164,0.5123521390287913,0.08708337297431672,0.03247391621474884,38.7822306558911,-9.195914188613097,0
12814,Clarence Ayala,male,73,Msc,1,0,1,2014,12,4,1,8,Morning,189,0.0618187016888729,18036.0,1258.0,105.0,99.0,204.0,2436.0,601.0,1835.0,663.0,178.0,1599.0,254.0,24628.0,0.051080071463354276,0.008283254831895289,0.010313464349516683,0.09891180769851432,0.7323371771963894,0.0072275458827321636,0.06492610037353219,38.7580119833464,-9.143749987373006,0
12815,Nicholas Kite,male,86,Msc,1,0,1,2010,16,1,0,7,Morning,139,0.0335483283006905,17863.0,1285.0,772.0,613.0,1385.0,579.0,561.0,18.0,255.0,295.0,892.0,380.0,22934.0,0.05603034795497688,0.060390686317231886,0.016569285776569038,0.025246359117456506,0.7788872416496124,0.012862998168652278,0.03889421819131469,38.74211091445624,-9.136830011922344,0
12817,Joyce Sellers,female,33,Unknown,2,0,2,2014,12,3,3,11,Morning,92,0.3663456035858123,9591.0,191.0,799.0,297.0,1096.0,1148.0,1028.0,120.0,296.0,596.0,516.0,179.0,13613.0,0.01403070594283844,0.08051127598613052,0.013149195621822412,0.08433115404386664,0.7045471240720601,0.04378167927712937,0.03790494380368919,38.74849550382248,-9.156838321835174,0
12818,Jennifer Wheaton,female,27,Unknown,0,1,1,2020,6,5,1,12,Afternoon,41,1.0,8902.0,518.0,436.0,302.0,738.0,709.0,365.0,344.0,130.0,206.0,398.0,5.0,11606.0,0.04463208685159001,0.06358779941404136,0.00043081164914662173,0.06108909184899096,0.7670170601406453,0.017749439944840815,0.03429260727207109,38.783566731849085,-9.164644692614967,0
12819,Vivian Phillips,female,40,Msc,1,1,2,2013,13,4,1,7,Morning,98,0.1510405951302462,17154.0,1990.0,75.0,121.0,196.0,2307.0,2079.0,228.0,482.0,1250.0,816.0,76.0,24271.0,0.08199085328166042,0.008075481026736404,0.0031313089695508504,0.09505170779939226,0.7067693955746748,0.05150179226234951,0.03362036998886176,38.78341989887728,-9.19308804984471,0
12820,Mary Petty,female,64,Phd,2,0,2,2016,10,3,1,14,Afternoon,128,0.1518476732823682,19133.0,1836.0,106.0,62.0,168.0,501.0,379.0,122.0,270.0,21.0,2155.0,870.0,24954.0,0.07357537869677262,0.0067323875931687375,0.03486415003605239,0.02007694157248534,0.7667307846434372,0.0008415484491460922,0.0863589003766585,38.77696520677968,-9.12527046020026,0
12821,Teresa Whittaker,female,59,Bsc,1,1,2,2011,15,5,0,19,Evening,201,0.6287957929042887,26660.0,215.0,1066.0,966.0,2032.0,7199.0,6907.0,292.0,484.0,737.0,987.0,363.0,38677.0,0.005558859270365965,0.05253768389480763,0.009385422861129512,0.18613129249937016,0.6892985495253796,0.01905525247562659,0.025519042324889336,38.73373630555388,-9.177816227844602,0
12823,Daniel Hauser,male,69,Phd,1,0,1,2015,11,4,1,6,Morning,63,0.2029727971481906,8822.0,2007.0,22.0,8.0,30.0,1470.0,1243.0,227.0,353.0,338.0,168.0,285.0,13473.0,0.14896459585827285,0.002226675573367307,0.021153417946989418,0.10910710309499806,0.6547910636082128,0.02508721145993833,0.012469383210856921,38.76648939440938,-9.123023876912548,0
12824,Mildred Fuller,female,31,Unknown,1,0,1,2023,3,2,0,8,Morning,73,0.1841571597794021,13952.0,362.0,880.0,1432.0,2312.0,2202.0,506.0,1696.0,482.0,1291.0,10.0,172.0,20783.0,0.017418082086312167,0.11124476735788325,0.008275994803441142,0.10595197998358949,0.6713179040558768,0.06211807727466577,0.0004811624885721594,38.75043195264649,-9.18901102580928,0
12825,Bruce Sanford,male,54,Phd,1,1,2,2013,13,7,1,15,Afternoon,350,0.6353872489910968,23092.0,241.0,211.0,786.0,997.0,84.0,0.0,84.0,257.0,615.0,56.0,672.0,26014.0,0.00926424233104895,0.03832551702927719,0.025832244176202876,0.0032290305220253595,0.8876758668405905,0.023641116321971384,0.0021526870146835733,38.76297281413569,-9.146611199944187,0
12826,Mark Haile,male,81,Bsc,0,1,1,2011,15,3,1,8,Morning,225,0.060996344242778,20862.0,954.0,1164.0,961.0,2125.0,889.0,870.0,19.0,161.0,185.0,862.0,396.0,26434.0,0.036089884239980295,0.08038889309219929,0.014980706665652196,0.03363092986304243,0.7892108647950408,0.006998562457438526,0.032609518044929786,38.76504567777055,-9.166227989320827,0
12827,Andrea Urban,female,32,Unknown,2,0,2,2021,5,3,2,6,Morning,78,0.6108005995362609,11241.0,92.0,344.0,116.0,460.0,645.0,516.0,129.0,276.0,448.0,139.0,178.0,13479.0,0.006825432153715538,0.03412716076857769,0.013205727427840933,0.04785221455594046,0.8339639439121344,0.033236887009397406,0.010312337710504998,38.74727582173704,-9.155734972976376,0
12828,Susan Lee,female,26,Unknown,0,0,0,2019,7,2,0,22,Evening,34,1.0,9381.0,91.0,303.0,922.0,1225.0,284.0,44.0,240.0,375.0,1740.0,502.0,355.0,13953.0,0.0065218949329846464,0.08779473948248563,0.025442557156148897,0.02035404572491912,0.6723285314981206,0.12470436465267347,0.03597792589404717,38.72778856805607,-9.16292527478742,0
12829,Robbyn Session,female,34,Unknown,1,1,2,2015,11,2,2,7,Morning,61,0.7961109009295199,7686.0,180.0,682.0,372.0,1054.0,1337.0,1207.0,130.0,241.0,675.0,707.0,102.0,11982.0,0.015022533800688513,0.08796528125514273,0.00851276915372349,0.11158404273066967,0.6414621932893995,0.05633450175258192,0.05900517442825988,38.74838562434071,-9.157126651410394,0
12831,Tyler Bannon,male,55,Msc,1,1,2,2015,11,4,0,7,Morning,95,0.2144465553154638,17888.0,1369.0,61.0,10.0,71.0,242.0,240.0,2.0,861.0,78.0,2117.0,730.0,23356.0,0.05861448878230064,0.0030399040931653365,0.03125535194381261,0.010361363247126922,0.765884569275233,0.003339612947421074,0.09064052063705658,38.78564116816778,-9.122658299405174,0
12832,Tonya Luker,female,35,Msc,1,1,2,2012,14,2,0,6,Morning,92,0.1733384646988812,4900.0,1115.0,945.0,819.0,1764.0,1608.0,1399.0,209.0,175.0,701.0,525.0,504.0,11292.0,0.09874247254684843,0.1562167906481082,0.04463336875660234,0.14240170031868365,0.4339355295780783,0.06207934821106794,0.046493092454794105,38.76232421859714,-9.170519224524568,0
12833,Jason Perez,male,66,Phd,0,1,1,2018,8,2,0,7,Morning,158,0.2514135613928104,18885.0,80.0,737.0,672.0,1409.0,827.0,753.0,74.0,478.0,110.0,707.0,647.0,23143.0,0.0034567687853763744,0.06088234023244139,0.027956617551731427,0.03573434731882827,0.8160134813979103,0.004753057079892514,0.030549194140763708,38.73671859272823,-9.16463545977154,0
12834,Corinne Davidson,female,68,Msc,2,1,3,2007,19,4,1,15,Afternoon,398,0.3955392248078918,40395.0,300.0,941.0,842.0,1783.0,172.0,0.0,172.0,346.0,601.0,741.0,341.0,44679.0,0.006714563889073902,0.039906891380729226,0.007632220953914002,0.0038496832964023705,0.904116027663801,0.013451509657778051,0.016584972806012538,38.7084795464628,-9.12704883701589,0
12835,Olivia Nelson,female,84,Bsc,0,1,1,2010,16,1,0,8,Morning,139,0.2449630142050698,15981.0,273.0,821.0,712.0,1533.0,830.0,559.0,271.0,182.0,334.0,457.0,585.0,20175.0,0.013531598513004445,0.0759851301114865,0.02899628252786667,0.04114002478312707,0.792118959107414,0.016555142503089686,0.022651796778179602,38.7414828601012,-9.149632180574494,0
12836,Patricia Swamp,female,43,Msc,1,1,2,2017,9,5,1,14,Afternoon,327,0.486562461559843,20696.0,375.0,786.0,111.0,897.0,2137.0,1889.0,248.0,556.0,292.0,457.0,414.0,25824.0,0.01452137546467839,0.03473513011151071,0.016031598513004945,0.08275247831471393,0.8014250309786239,0.01130731102849624,0.017696716232954733,38.69448926565414,-9.169667264023271,0
12838,Ruth Pante,female,58,Bsc,2,2,4,2005,21,4,1,8,Morning,122,0.3479619773063641,10332.0,265.0,795.0,1625.0,2420.0,2375.0,2260.0,115.0,650.0,640.0,1178.0,353.0,18213.0,0.014550046669953028,0.13287212430674086,0.01938176028110724,0.13040136166467337,0.5672871026186969,0.035139735353848824,0.06467907538567799,38.73424767268431,-9.188933615931395,0
12839,Doris Arnold,female,85,Phd,2,2,4,2012,14,3,1,10,Morning,310,0.0461498037295574,18458.0,1413.0,1153.0,644.0,1797.0,5062.0,4589.0,473.0,789.0,987.0,865.0,36.0,29407.0,0.04804978406500219,0.06110789947969493,0.0012241983201274444,0.17213588601347565,0.6276736831364547,0.03356343727682743,0.029414765191951093,38.73020435416914,-9.194421708340212,0
12840,Janet Jackson,female,43,Phd,1,1,2,2011,15,3,1,12,Afternoon,114,0.2224620986454881,12481.0,1846.0,214.0,75.0,289.0,751.0,613.0,138.0,387.0,334.0,1534.0,0.0,17622.0,0.10475541936210149,0.016399954602192485,0.0,0.042617183066597085,0.7082623992732333,0.018953580751322804,0.08705027806146462,38.75583189214097,-9.065894377428709,0
12842,Theodore Frost,male,48,Phd,1,1,2,2018,8,5,1,8,Morning,255,0.0486426073704384,24931.0,285.0,467.0,258.0,725.0,2266.0,2196.0,70.0,414.0,527.0,179.0,399.0,29726.0,0.009587566440150175,0.024389423400382026,0.013422593016210245,0.07622956334519403,0.838693399717137,0.017728587768277692,0.00602166453609432,38.72448491515618,-9.136060070811038,0
12843,Gordon Kaliher,male,72,Phd,1,1,2,2009,17,1,0,8,Morning,141,0.2756411912108475,9328.0,570.0,544.0,1011.0,1555.0,950.0,667.0,283.0,276.0,632.0,663.0,699.0,14673.0,0.03884686158247199,0.10597696449253323,0.047638519730084074,0.06474476930411999,0.6357254821777171,0.04307230968442508,0.04518503373540163,38.75809721595288,-9.15171080915756,0
12844,Charles Pierce,male,59,Phd,0,1,1,2012,14,7,1,12,Afternoon,345,0.2062852320631814,9371.0,232.0,815.0,953.0,1768.0,5177.0,4926.0,251.0,1035.0,512.0,766.0,372.0,19233.0,0.012062600738308083,0.09192533666089953,0.019341756356252616,0.2691727759578489,0.48723548068398725,0.02662091197419715,0.03982738002389652,38.77791927790697,-9.177453800162487,0
12845,Dorothy Mullins,female,79,Msc,3,4,7,2012,14,1,1,11,Morning,311,0.2020193749070386,48849.0,905.0,1187.0,1275.0,2462.0,5889.0,5442.0,447.0,451.0,1769.0,745.0,426.0,61496.0,0.014716404318977704,0.04003512423571614,0.006927279823076797,0.09576232600492784,0.7943443475997147,0.02876609860803487,0.012114609080263414,38.732065480039005,-9.188193534092733,0
12846,Therese Mcphee,female,82,Msc,1,2,3,2013,13,3,3,13,Afternoon,89,0.0,20242.0,416.0,850.0,1137.0,1987.0,2357.0,2225.0,132.0,380.0,296.0,785.0,597.0,27060.0,0.015373244641531643,0.0734294161123158,0.022062084257198054,0.08710273466367809,0.7480413895045277,0.010938654841089824,0.029009608277890238,38.73237819464986,-9.201392855346612,0
12847,Michelle Barron,female,85,Phd,0,1,1,2003,23,5,1,14,Afternoon,204,0.6228293858538942,43993.0,328.0,998.0,180.0,1178.0,4171.0,3950.0,221.0,442.0,750.0,976.0,422.0,52260.0,0.006276310753921493,0.0225411404515839,0.008075009567545336,0.07981247608111754,0.8418101798697203,0.01435132032146683,0.018675851511668836,38.781739579034806,-9.176373008806348,0
12848,Deborah Fitzgerald,female,64,Phd,0,1,1,2018,8,5,1,17,Afternoon,149,0.3143403180910804,22974.0,125.0,385.0,157.0,542.0,1115.0,842.0,273.0,28.0,1103.0,421.0,362.0,26670.0,0.0046869141357312755,0.02032245969253081,0.013573303337077776,0.04180727409072298,0.8614173228343227,0.04135733033369278,0.015785526809142938,38.748220762474254,-9.1126478221885,0
12849,Leslie Brantley,female,79,Unknown,0,0,0,2018,8,1,1,23,Evening,163,0.4492800192549314,7234.0,166.0,1048.0,655.0,1703.0,4092.0,2859.0,1233.0,154.0,837.0,400.0,297.0,14883.0,0.011153665255653327,0.11442585500227478,0.019955654101982155,0.2749445676273097,0.4860579184300974,0.056238661560131534,0.02687630182085139,38.77036131394232,-9.156920062301088,0
12850,Donna Wilmot,female,66,Phd,1,1,2,2015,11,4,1,10,Morning,51,0.1402756580891754,15092.0,2357.0,30.0,90.0,120.0,1460.0,1312.0,148.0,423.0,435.0,773.0,299.0,20959.0,0.11245765542243787,0.005725464001142361,0.014265947802846382,0.06965981201389872,0.7200725225436709,0.02075480700414106,0.03688153060735871,38.721447148729816,-9.189664659325478,0
12851,Andrea Almen,female,35,Unknown,0,1,1,2018,8,1,1,22,Evening,148,0.3311903318151438,13549.0,276.0,1120.0,1066.0,2186.0,22646.0,20738.0,1908.0,429.0,1597.0,753.0,302.0,41738.0,0.006612679093390529,0.05237433513823078,0.007235612631173695,0.5425751114091374,0.32462025013169665,0.038262494609219835,0.01804111361348938,38.72935192205498,-9.172410571216211,0
12853,Starla Doty,female,41,Unknown,0,1,1,2018,8,1,2,8,Morning,106,0.1945864894680187,7922.0,287.0,1346.0,1213.0,2559.0,6990.0,5862.0,1128.0,340.0,1429.0,242.0,318.0,20087.0,0.014287847861794052,0.1273958281474947,0.015831134564635918,0.3479862597698272,0.39438442773913757,0.07114053865680732,0.012047592970571988,38.75690061420738,-9.19318090065232,0
12854,Bradford Barclay,male,56,Phd,1,1,2,2020,6,3,1,7,Morning,218,0.1179876272885865,5441.0,1197.0,53.0,51.0,104.0,1241.0,1130.0,111.0,859.0,186.0,1761.0,536.0,11325.0,0.10569536423831725,0.009183222958049285,0.04732891832225401,0.1095805739513381,0.4804415011033285,0.016423841059588145,0.15549668874158454,38.76009280993373,-9.156116693670189,0
12856,Ralph Young,male,66,Phd,0,0,0,2020,6,4,0,12,Afternoon,134,0.2002648239308219,12472.0,1870.0,65.0,29.0,94.0,105.0,59.0,46.0,437.0,139.0,1743.0,403.0,17263.0,0.1083241615014144,0.005445171754616553,0.023344725713941177,0.006082372704624872,0.7224700225912515,0.008051902913741497,0.10096738689677288,38.77747839496887,-9.0862732094347,0
12857,Larry Dewolf,male,49,Bsc,0,1,1,2012,14,1,1,6,Morning,241,0.1962131279541066,18948.0,571.0,744.0,966.0,1710.0,1207.0,1125.0,82.0,222.0,560.0,1077.0,703.0,24998.0,0.022841827346178557,0.06840547243776765,0.02812224977997115,0.048283862708997406,0.7579806384507728,0.022401792143362506,0.04308344667571682,38.7382902368683,-9.14699696341211,0
12858,Anna Wilson,female,36,Unknown,2,1,3,2011,15,2,2,7,Morning,58,0.8117648987031149,8706.0,320.0,684.0,528.0,1212.0,480.0,301.0,179.0,310.0,635.0,747.0,579.0,12989.0,0.024636230656690555,0.09330972361221547,0.044576179844449476,0.03695434598503583,0.6702594503035874,0.048887520209370317,0.05751020093921201,38.74758362639855,-9.156131443902462,0
12859,Sally Long,female,69,Unknown,0,1,1,2011,15,3,0,15,Afternoon,37,0.996129253975336,16898.0,535.0,915.0,274.0,1189.0,852.0,594.0,258.0,63.0,200.0,710.0,235.0,20682.0,0.025867904457970277,0.057489604486965724,0.011362537472192553,0.04119524223960874,0.8170389710855734,0.009670244657185151,0.03432936853300728,38.75456160285745,-9.164578558895483,0
12860,Latonya Miller,female,46,Unknown,0,1,1,2021,5,5,1,17,Afternoon,53,0.5223107068067222,10728.0,610.0,962.0,260.0,1222.0,418.0,289.0,129.0,216.0,140.0,565.0,213.0,14112.0,0.04322562358273581,0.08659297052148059,0.01509353741495529,0.0296201814058747,0.7602040816321143,0.009920634920627891,0.040036848072533986,38.77836900956891,-9.194383369271344,0
12861,Sidney Campbell,male,40,Phd,1,1,2,2021,5,5,1,8,Morning,238,0.8144390815295228,305.0,442.0,694.0,889.0,1583.0,1701.0,1605.0,96.0,400.0,435.0,901.0,488.0,6255.0,0.07066346922450734,0.2530775379692197,0.07801758593113027,0.2719424460427307,0.04876099120695642,0.06954436450828211,0.1440447641884188,38.77163533633547,-9.090712416634638,0
12862,Stella Tabor,female,79,Bsc,1,1,2,2015,11,3,0,12,Afternoon,7,0.2573316070761042,20333.0,2340.0,190.0,68.0,258.0,418.0,215.0,203.0,613.0,303.0,1893.0,329.0,26487.0,0.0883452259598715,0.009740627477626858,0.01242118775247766,0.015781326688558243,0.7676596065991741,0.01143957413070131,0.07146902253933195,38.7616566606333,-9.0665233402487,0
12863,Patricia Jackson,female,27,Bsc,1,1,2,2022,4,1,1,8,Morning,206,0.0480827785805922,20422.0,588.0,787.0,549.0,1336.0,428.0,238.0,190.0,354.0,42.0,530.0,554.0,24254.0,0.024243423765142144,0.0550836975344046,0.022841593139266578,0.01764657376102183,0.8420054424009062,0.0017316731260815816,0.02185206563864853,38.75840362664887,-9.167101688711378,0
12864,Thomas Miller,male,52,Phd,1,0,1,2011,15,6,1,15,Afternoon,120,0.0949621440028205,11361.0,325.0,604.0,592.0,1196.0,2338.0,2296.0,42.0,525.0,653.0,467.0,197.0,17062.0,0.019048177235951792,0.0700972922283026,0.011546125893792319,0.13702965654663168,0.6658656663927641,0.03827218380023545,0.02737076544365996,38.72088233729063,-9.18298459205137,0
12865,Seth Montminy,male,73,Unknown,1,0,1,2012,14,6,1,14,Afternoon,24,0.186031179913011,8115.0,859.0,1100.0,93.0,1193.0,2690.0,2505.0,185.0,131.0,122.0,0.0,297.0,13407.0,0.06407100768250609,0.08898336689782278,0.022152606847152864,0.2006414559556943,0.6052808234499848,0.009099724024756395,0.0,38.76366594800562,-9.123105305714228,0
12866,Jessica Bettis,female,25,Unknown,0,0,0,2021,5,4,0,22,Evening,18,0.3262476500758681,9555.0,128.0,402.0,661.0,1063.0,994.0,407.0,587.0,390.0,1761.0,331.0,38.0,14260.0,0.008976157082742653,0.07454417952308938,0.002664796633939225,0.06970546984567341,0.6700561009812973,0.1234922861149204,0.02321178120615483,38.70590845834092,-9.147837665131394,0
12867,Lindsey Smith,female,50,Msc,2,2,4,2013,13,5,1,9,Morning,388,0.0532570412734929,36008.0,1265.0,1623.0,546.0,2169.0,4661.0,4189.0,472.0,1001.0,1387.0,1308.0,87.0,47886.0,0.026416906820359517,0.04529507580502751,0.001816814935471366,0.09733533809462112,0.7519525539822178,0.028964624316077985,0.027314872822948814,38.77378069824085,-9.17511069821645,0
12868,Helen Doucet,female,58,Unknown,0,0,0,2017,9,1,1,18,Evening,151,0.1547569747911881,11239.0,26.0,913.0,1183.0,2096.0,13095.0,12268.0,827.0,598.0,1601.0,288.0,643.0,29586.0,0.0008787940242003384,0.0708443182586119,0.021733252213877598,0.44260799026551656,0.37987561684567706,0.05411343202864392,0.009734333806526826,38.75908801114605,-9.177342703563683,0
12869,Sam Palmer,male,37,Unknown,0,0,0,2015,11,1,1,23,Evening,153,0.0,7417.0,299.0,1069.0,686.0,1755.0,2677.0,1550.0,1127.0,428.0,1169.0,541.0,175.0,14461.0,0.020676301777179534,0.12136090173561899,0.012101514418081665,0.18511859484116927,0.5128967567937812,0.08083811631278554,0.03741096742961247,38.77311308418968,-9.143895263984415,0
12871,Marie Blackman,female,36,Unknown,1,1,2,2011,15,3,1,14,Afternoon,68,1.0,11018.0,356.0,645.0,702.0,1347.0,600.0,590.0,10.0,76.0,197.0,247.0,301.0,14142.0,0.02517324282277954,0.09524819686034842,0.021284118229372588,0.042426813746257654,0.779097723093778,0.013930137180021262,0.0174657049922094,38.75114147354556,-9.135482861999744,0
12872,Corrine Swartzentrube,female,70,Phd,0,1,1,2013,13,1,0,7,Morning,129,0.1976178656345606,22603.0,458.0,1062.0,693.0,1755.0,1262.0,1262.0,0.0,486.0,267.0,766.0,308.0,27905.0,0.01641282924206543,0.0628919548467791,0.011037448485930464,0.045224870094948855,0.8099982082061243,0.009568177745920241,0.027450277727995895,38.73803309878307,-9.171708905066458,0
12874,Joshua Johnson,male,79,Msc,0,1,1,2011,15,2,1,9,Morning,172,0.3825352679423801,13652.0,451.0,1039.0,588.0,1627.0,814.0,608.0,206.0,349.0,117.0,808.0,282.0,18100.0,0.024917127071809438,0.08988950276238128,0.01558011049722896,0.044972375690582884,0.7542541436459921,0.006464088397786483,0.044640883977875884,38.75397762069046,-9.158202215608489,0
12876,Donald Maymon,male,44,Bsc,0,1,1,2010,16,1,1,7,Morning,111,0.1073011751738041,986.0,1179.0,896.0,0.0,896.0,2263.0,1924.0,339.0,314.0,176.0,247.0,563.0,6624.0,0.17798913043451392,0.13526570048288758,0.0849939613525287,0.3416364734294359,0.1488526570046062,0.026570048309138634,0.03728864734293888,38.75170215285698,-9.170584863334154,0
12877,Cherie Rapp,female,51,Msc,1,1,2,2013,13,5,1,6,Morning,152,0.170571563951476,16478.0,2011.0,24.0,172.0,196.0,2892.0,2609.0,283.0,465.0,362.0,676.0,221.0,23301.0,0.08630530878499364,0.008411656152092866,0.009484571477614915,0.12411484485639065,0.7071799493580931,0.015535813913559274,0.029011630402116212,38.72754484862971,-9.159281365443904,0
12879,Jose Vitullo,male,38,Phd,1,1,2,2017,9,5,3,9,Morning,145,0.088910528775915,8402.0,2184.0,73.0,28.0,101.0,2600.0,2406.0,194.0,423.0,399.0,606.0,78.0,14793.0,0.14763739606560694,0.00682755357263109,0.005272764145200248,0.17575880484000828,0.567971337794519,0.02697221658890896,0.040965321435786545,38.76428330018048,-9.162125046021997,0
12880,Michael Blackmer,male,26,Phd,4,3,7,2017,9,4,1,11,Morning,348,0.1419122307918468,26880.0,1079.0,1655.0,1744.0,3399.0,6960.0,6501.0,459.0,939.0,1470.0,631.0,495.0,41853.0,0.025780708670817918,0.08121281628555153,0.011827109167798767,0.16629632284420084,0.6422478675362239,0.035122930255887246,0.015076577545214185,38.758855505240426,-9.1794279585694,0
12884,Stanley Harrington,male,53,Bsc,2,1,3,2016,10,1,0,9,Morning,149,0.2822025906030495,12075.0,923.0,149.0,32.0,181.0,1591.0,1369.0,222.0,541.0,72.0,2190.0,395.0,17968.0,0.05136910062330177,0.010073463935880413,0.021983526268910293,0.08854630454135766,0.6720280498660551,0.004007123775598838,0.12188334817446467,38.774942731837726,-9.098478421151192,0
12885,Justine Tooze,female,86,Bsc,5,3,8,2012,14,2,0,10,Morning,319,0.1305332659849382,26172.0,752.0,1367.0,902.0,2269.0,5609.0,5381.0,228.0,1233.0,1579.0,648.0,521.0,38783.0,0.019389938890746104,0.058505015083913446,0.013433720960211065,0.1446252223912166,0.6748317561816582,0.04071371477192566,0.016708351597345048,38.74881982976286,-9.153798783938404,0
12886,Kevin Camp,male,83,Bsc,1,1,2,2014,12,1,1,12,Afternoon,101,0.0780827900047368,5764.0,2287.0,29.0,10.0,39.0,1881.0,1710.0,171.0,354.0,396.0,318.0,76.0,11115.0,0.20575798470516798,0.0035087719298214043,0.006837606837600685,0.16923076923061697,0.5185784975253993,0.035627530364340416,0.028609986504697604,38.77222227961779,-9.16935920744782,0
12888,Johnnie Zimmerman,male,37,Unknown,0,1,1,2013,13,5,0,6,Morning,47,0.4243461121579648,17817.0,217.0,651.0,470.0,1121.0,100.0,31.0,69.0,251.0,25.0,261.0,401.0,20193.0,0.01074629822215087,0.05551428712917569,0.019858366760748845,0.0049522111622815074,0.8823354627836961,0.0012380527905703769,0.012925271133554734,38.72144120512836,-9.19283341499654,0
12889,Carmen Tippens,female,77,Bsc,1,1,2,2011,15,4,3,14,Afternoon,124,0.1844185329847664,7854.0,0.0,994.0,1665.0,2659.0,3765.0,2131.0,1634.0,285.0,527.0,855.0,377.0,16322.0,0.0,0.16290895723553306,0.023097659600524997,0.23067026099728544,0.48119103051067197,0.03228770983946067,0.05238328636193335,38.72266801217668,-9.185413903540947,0
12890,Pamela Yates,female,56,Msc,2,1,3,2013,13,4,1,6,Morning,320,0.1463941089997679,4626.0,286.0,837.0,1606.0,2443.0,3327.0,2964.0,363.0,580.0,763.0,508.0,442.0,12975.0,0.02204238921000228,0.18828516377634813,0.03406551059727625,0.25641618497090063,0.35653179190723966,0.05880539499032076,0.039152215799584465,38.75291881472838,-9.165630709689118,0
12891,John Picard,male,67,Phd,0,1,1,2013,13,4,1,9,Morning,68,0.1589873548061449,16033.0,1794.0,10.0,105.0,115.0,438.0,302.0,136.0,480.0,272.0,2127.0,384.0,21643.0,0.08289054197658231,0.005313496280550148,0.01774245714548919,0.020237490181573607,0.7407937901396567,0.012567573811388177,0.09827657903243622,38.773207799664085,-9.10155056602949,0
